,utterance,intent
9377,"Yo, what's the genre of Overdosed - A Trip To Hell? ",ReqGameInfo
9378,When's The Castles of Dr. Creep releasing? ,ReqGameInfo
9379,When's Chaos Drift releasing? ,ReqGameInfo
9380,When's Zanshin releasing? ,ReqGameInfo
9381,When's Bandit Kings of Ancient China / 水滸伝・天命の誓い releasing? ,ReqGameInfo
9382,When's Fur Up releasing? ,ReqGameInfo
9383,When's Lawnmower Game 3: Horror releasing? ,ReqGameInfo
9384,When's Viral Cry releasing? ,ReqGameInfo
9385,When's Pierhead Arcade releasing? ,ReqGameInfo
9386,When's Achtung die Kugel! releasing? ,ReqGameInfo
9387,When's Hover Havoc releasing? ,ReqGameInfo
9388,Could you tell me who developed Missile Cards? ,ReqGameInfo
9389,Could you tell me who developed Final Warrior Quest? ,ReqGameInfo
9390,Could you tell me who developed NeoSticks? ,ReqGameInfo
9391,Could you tell me who developed CRAZY MAZE? ,ReqGameInfo
9392,Could you tell me who developed GalaxIverse? ,ReqGameInfo
9393,Could you tell me who developed Card Adventures? ,ReqGameInfo
9394,Could you tell me who developed Destined? ,ReqGameInfo
9395,Could you tell me who developed The Slimeking's Tower? ,ReqGameInfo
9396,Could you tell me who developed Nox Dei? ,ReqGameInfo
9397,Could you tell me who developed Envoy? ,ReqGameInfo
9398,"I'm curious, what's the publisher for The Dope Game? ",ReqGameInfo
9399,"I'm curious, what's the publisher for CapRiders: Euro Soccer? ",ReqGameInfo
9400,"I'm curious, what's the publisher for Silverworld? ",ReqGameInfo
9401,"I'm curious, what's the publisher for Negligee? ",ReqGameInfo
9402,"I'm curious, what's the publisher for Mining Rail? ",ReqGameInfo
9403,"I'm curious, what's the publisher for STAR WARS™ Jedi Knight: Dark Forces II? ",ReqGameInfo
9404,"I'm curious, what's the publisher for Lost Cities? ",ReqGameInfo
9405,"I'm curious, what's the publisher for Dexodonex? ",ReqGameInfo
9406,"I'm curious, what's the publisher for The Inner World - The Last Wind Monk? ",ReqGameInfo
9407,"I'm curious, what's the publisher for ULTIMATE MARVEL VS. CAPCOM 3? ",ReqGameInfo
9408,When did Heart of Ember CH1 hit the shelves? ,ReqGameInfo
9409,When did Premier Buggy Racing Tour hit the shelves? ,ReqGameInfo
9410,When did Voodoo Vince: Remastered hit the shelves? ,ReqGameInfo
9411,When did DevilShaft: TheTower hit the shelves? ,ReqGameInfo
9412,When did No Stick Shooter hit the shelves? ,ReqGameInfo
9413,When did Towards The Pantheon: Escaping Eternity hit the shelves? ,ReqGameInfo
9414,When did Cursed West hit the shelves? ,ReqGameInfo
9415,When did Duck Souls hit the shelves? ,ReqGameInfo
9416,"When did CyberLink PowerDVD 18 Ultra - Media player, video player, 4k media player, 360 video hit the shelves? ",ReqGameInfo
9417,When did Airmen hit the shelves? ,ReqGameInfo
9418,What are the game tags for REVERSE SIDE? ,ReqGameInfo
9419,What are the game tags for Tokaido? ,ReqGameInfo
9420,What are the game tags for FATE? ,ReqGameInfo
9421,What are the game tags for Pharaoh Rebirth+? ,ReqGameInfo
9422,What are the game tags for Spaceman Sparkles 2? ,ReqGameInfo
9423,What are the game tags for Warcube? ,ReqGameInfo
9424,What are the game tags for The Glade? ,ReqGameInfo
9425,What are the game tags for Interplanetary: Enhanced Edition? ,ReqGameInfo
9426,What are the game tags for Natari at the Bubble Planet? ,ReqGameInfo
9427,What are the game tags for Pixel Boy and the Ever Expanding Dungeon? ,ReqGameInfo
9428,I'm looking for the category and genre of Ikao The Lost Souls. ,ReqGameInfo
9429,I'm looking for the category and genre of Passengers: Awakening VR Experience. ,ReqGameInfo
9430,I'm looking for the category and genre of Survive in Space. ,ReqGameInfo
9431,I'm looking for the category and genre of Sunset. ,ReqGameInfo
9432,I'm looking for the category and genre of Redswood VR. ,ReqGameInfo
9433,I'm looking for the category and genre of The Labyrinth of Time. ,ReqGameInfo
9434,I'm looking for the category and genre of Monsters and Monocles. ,ReqGameInfo
9435,I'm looking for the category and genre of Award. Room of fear. ,ReqGameInfo
9436,I'm looking for the category and genre of 魔物娘物语. ,ReqGameInfo
9437,I'm looking for the category and genre of Exowar. ,ReqGameInfo
9438,Who's the developer of Stick Fight: The Game and what's its genre? ,ReqGameInfo
9439,Who's the developer of 女巫与六便士 the sibyl and sixpence and what's its genre? ,ReqGameInfo
9440,Who's the developer of The Journeyman Project 1: Pegasus Prime and what's its genre? ,ReqGameInfo
9441,Who's the developer of Martial Arts Brutality and what's its genre? ,ReqGameInfo
9442,Who's the developer of Might & Magic Heroes Online and what's its genre? ,ReqGameInfo
9443,Who's the developer of Shantae: Risky's Revenge - Director's Cut and what's its genre? ,ReqGameInfo
9444,Who's the developer of Let's Explore the Airport  and what's its genre? ,ReqGameInfo
9445,Who's the developer of Guts and Glory and what's its genre? ,ReqGameInfo
9446,Who's the developer of Suncore Chronicles: The Tower and what's its genre? ,ReqGameInfo
9447,Who's the developer of Cotropitorii and what's its genre? ,ReqGameInfo
9448,What's the release date of Settled? ,ReqGameInfo
9449,What's the release date of Nightmare Grotto? ,ReqGameInfo
9450,What's the release date of Grimmwood - They Come at Night? ,ReqGameInfo
9451,What's the release date of VR Formula? ,ReqGameInfo
9452,What's the release date of Shadowrun: Dragonfall - Director's Cut? ,ReqGameInfo
9453,What's the release date of Nice Shot! The Gun Golfing Game? ,ReqGameInfo
9454,What's the release date of The Promised Land? ,ReqGameInfo
9455,What's the release date of AIPD - Artificial Intelligence Police Department? ,ReqGameInfo
9456,What's the release date of Zenzizenzic? ,ReqGameInfo
9457,What's the release date of Defense: Abominations? ,ReqGameInfo
9458,Could you provide the publisher and genre of Lucky Night: Poker Games? ,ReqGameInfo
9459,Could you provide the publisher and genre of Bloodlines of Prima? ,ReqGameInfo
9460,Could you provide the publisher and genre of Blood Drift? ,ReqGameInfo
9461,Could you provide the publisher and genre of Dark Rose Valkyrie / クロバラノワルキューレ / 黑玫瑰女武神? ,ReqGameInfo
9462,Could you provide the publisher and genre of Ordo Et Chao: New World? ,ReqGameInfo
9463,Could you provide the publisher and genre of Age of Fear: The Free World? ,ReqGameInfo
9464,Could you provide the publisher and genre of WayDown? ,ReqGameInfo
9465,Could you provide the publisher and genre of Earth Space Colonies? ,ReqGameInfo
9466,Could you provide the publisher and genre of Galactic Fighters? ,ReqGameInfo
9467,Could you provide the publisher and genre of Sim 4K VR MediaPlayer? ,ReqGameInfo
9468,"What category does Rugby League Live 4 belong to, and who's the developer? ",ReqGameInfo
9469,"What category does Metin2 belong to, and who's the developer? ",ReqGameInfo
9470,"What category does 7 Wonders II belong to, and who's the developer? ",ReqGameInfo
9471,"What category does Data mining 5 belong to, and who's the developer? ",ReqGameInfo
9472,"What category does Adventure Craft belong to, and who's the developer? ",ReqGameInfo
9473,"What category does 三国游侠志 belong to, and who's the developer? ",ReqGameInfo
9474,"What category does NO ONE belong to, and who's the developer? ",ReqGameInfo
9475,"What category does Symphony of Stars belong to, and who's the developer? ",ReqGameInfo
9476,"What category does Space Geekz - The Crunchy Flakes Conspiracy belong to, and who's the developer? ",ReqGameInfo
9477,"What category does Super Switch belong to, and who's the developer? ",ReqGameInfo
9478,"Hey, what are the game tags for Rusted Warfare - RTS? ",ReqGameInfo
9479,"Hey, what are the game tags for The Journey Home? ",ReqGameInfo
9480,"Hey, what are the game tags for Final Theosis? ",ReqGameInfo
9481,"Hey, what are the game tags for The Interactive Adventures of Dog Mendonça & Pizzaboy®? ",ReqGameInfo
9482,"Hey, what are the game tags for Achievement Lurker: Respectable Accomplishment? ",ReqGameInfo
9483,"Hey, what are the game tags for .T.E.S.T: Expected Behaviour — Sci-Fi 3D Puzzle Quest? ",ReqGameInfo
9484,"Hey, what are the game tags for Choice of Magics? ",ReqGameInfo
9485,"Hey, what are the game tags for Edolie? ",ReqGameInfo
9486,"Hey, what are the game tags for Locked Fears? ",ReqGameInfo
9487,"Hey, what are the game tags for BR Logic Pack? ",ReqGameInfo
9488,"When was Battle for Orion 2 released, and who developed it? ",ReqGameInfo
9489,"When was Life Forge - Reborn ORPG released, and who developed it? ",ReqGameInfo
9490,"When was BlitzKeep Unleashed released, and who developed it? ",ReqGameInfo
9491,"When was Wallrunners released, and who developed it? ",ReqGameInfo
9492,"When was Sid Meier's Covert Action  released, and who developed it? ",ReqGameInfo
9493,"When was Black Home 2 released, and who developed it? ",ReqGameInfo
9494,"When was The Antidote released, and who developed it? ",ReqGameInfo
9495,"When was A dead world's dream released, and who developed it? ",ReqGameInfo
9496,"When was DYNASTY WARRIORS® 8 Empires released, and who developed it? ",ReqGameInfo
9497,"When was Akane released, and who developed it? ",ReqGameInfo
9498,I'm curious about the developer and release date of Rise of Industry. ,ReqGameInfo
9499,I'm curious about the developer and release date of Octopus Bar. ,ReqGameInfo
9500,I'm curious about the developer and release date of Lake Ridden. ,ReqGameInfo
9501,I'm curious about the developer and release date of Legacy of Lina. ,ReqGameInfo
9502,I'm curious about the developer and release date of ChemCaper™: Act I - Petticles in Peril. ,ReqGameInfo
9503,I'm curious about the developer and release date of Shift Orb. ,ReqGameInfo
9504,I'm curious about the developer and release date of Star Ruler. ,ReqGameInfo
9505,I'm curious about the developer and release date of UFO Online: Invasion. ,ReqGameInfo
9506,I'm curious about the developer and release date of Genius Greedy Mouse. ,ReqGameInfo
9507,I'm curious about the developer and release date of Achievement Lurker: We Give Up!. ,ReqGameInfo
9508,Who's behind Sounds of Music? ,ReqGameInfo
9509,Who's behind Skater Cally? ,ReqGameInfo
9510,Who's behind Alchemy Mysteries: Prague Legends? ,ReqGameInfo
9511,Who's behind Amber Tail Adventure? ,ReqGameInfo
9512,Who's behind Cattle and Crops? ,ReqGameInfo
9513,Who's behind Crimson Survival? ,ReqGameInfo
9514,Who's behind The Flying Turtle Jewel Quest? ,ReqGameInfo
9515,Who's behind Catastronauts? ,ReqGameInfo
9516,Who's behind Treasure Bolt? ,ReqGameInfo
9517,Who's behind Speed Dating for Ghosts? ,ReqGameInfo
9518,What's the publisher of The Crown of Leaves? ,ReqGameInfo
9519,What's the publisher of Arakion: Book One? ,ReqGameInfo
9520,What's the publisher of Delete? ,ReqGameInfo
9521,What's the publisher of Here Nya? ,ReqGameInfo
9522,What's the publisher of Robots: create AI? ,ReqGameInfo
9523,What's the publisher of DUELEUM? ,ReqGameInfo
9524,What's the publisher of Zero Gravity? ,ReqGameInfo
9525,What's the publisher of Chess and Checkers VR? ,ReqGameInfo
9526,What's the publisher of Shards of Eradine? ,ReqGameInfo
9527,What's the publisher of Win Big Or Die? ,ReqGameInfo
9528,What's the genre of Naughty study for exams with a ghost? ,ReqGameInfo
9529,What's the genre of Dead Effect 2? ,ReqGameInfo
9530,What's the genre of Hail to the King: Deathbat? ,ReqGameInfo
9531,What's the genre of Remembering Pearl Harbor? ,ReqGameInfo
9532,What's the genre of Jets'n'Guns 2? ,ReqGameInfo
9533,What's the genre of Legend Of Mercy 神医魔导? ,ReqGameInfo
9534,What's the genre of Tennis World Tour? ,ReqGameInfo
9535,What's the genre of City Sweeper - Clean it Fast!? ,ReqGameInfo
9536,What's the genre of MiniGolf Maker? ,ReqGameInfo
9537,What's the genre of Maze And Dagger? ,ReqGameInfo
9538,Could you give me the release date and genre of Water Planet? ,ReqGameInfo
9539,Could you give me the release date and genre of Environmental Station Alpha? ,ReqGameInfo
9540,Could you give me the release date and genre of Starzine? ,ReqGameInfo
9541,Could you give me the release date and genre of Alpha Protocol™? ,ReqGameInfo
9542,Could you give me the release date and genre of Fun VR Farm? ,ReqGameInfo
9543,Could you give me the release date and genre of Farm Frenzy: Pizza Party? ,ReqGameInfo
9544,Could you give me the release date and genre of Hotel Transylvania Popstic? ,ReqGameInfo
9545,Could you give me the release date and genre of The Maestros? ,ReqGameInfo
9546,Could you give me the release date and genre of Octogeddon? ,ReqGameInfo
9547,Could you give me the release date and genre of 18 Wheels of Steel: Across America? ,ReqGameInfo
9548,"When did The Sun Will Rise come out, and what category does it belong to? ",ReqGameInfo
9549,"When did PixelJunk™ Eden come out, and what category does it belong to? ",ReqGameInfo
9550,"When did An Octonaut Odyssey come out, and what category does it belong to? ",ReqGameInfo
9551,"When did Rhythm Destruction come out, and what category does it belong to? ",ReqGameInfo
9552,"When did 東方苦粗芸物語 Touhou KSG Story come out, and what category does it belong to? ",ReqGameInfo
9553,"When did Adva-lines come out, and what category does it belong to? ",ReqGameInfo
9554,"When did Seek Not a Lighthouse come out, and what category does it belong to? ",ReqGameInfo
9555,"When did P·O·L·L·E·N come out, and what category does it belong to? ",ReqGameInfo
9556,"When did Agent Walker: Secret Journey come out, and what category does it belong to? ",ReqGameInfo
9557,"When did CALENDULA come out, and what category does it belong to? ",ReqGameInfo
9558,What are the game tags for American Conquest: Fight Back? ,ReqGameInfo
9559,What are the game tags for Super Hyperactive Ninja? ,ReqGameInfo
9560,What are the game tags for The Fishing Club 3D? ,ReqGameInfo
9561,What are the game tags for SAMURAI WARRIORS: Spirit of Sanada? ,ReqGameInfo
9562,What are the game tags for The Lost Heir 2: Forging a Kingdom? ,ReqGameInfo
9563,What are the game tags for Hyper Train Corporation? ,ReqGameInfo
9564,What are the game tags for Slime CCG? ,ReqGameInfo
9565,What are the game tags for Puzzles At Mystery Manor? ,ReqGameInfo
9566,What are the game tags for SOMA? ,ReqGameInfo
9567,What are the game tags for Zeta Complex? ,ReqGameInfo
9568,Who developed The Great Gatsby: Secret Treasure? ,ReqGameInfo
9569,Who developed JOLT: Super Robot Racer? ,ReqGameInfo
9570,Who developed Little Adventurer III? ,ReqGameInfo
9571,Who developed Birthdays the Beginning / バースデイズ・ザ・ビギニング? ,ReqGameInfo
9572,Who developed Later On? ,ReqGameInfo
9573,Who developed Eldevin? ,ReqGameInfo
9574,Who developed Goosebumps: The Game? ,ReqGameInfo
9575,Who developed Hunt For Gods? ,ReqGameInfo
9576,Who developed The Abbey of Crime Extensum? ,ReqGameInfo
9577,Who developed 3d Engineers? ,ReqGameInfo
9578,What's the publisher and release date of JUMP FORCE? ,ReqGameInfo
9579,"What's the publisher and release date of Walden, a game? ",ReqGameInfo
9580,What's the publisher and release date of DEUS VULT | Online VR sword fighting? ,ReqGameInfo
9581,What's the publisher and release date of Voodoo Vince: Remastered? ,ReqGameInfo
9582,What's the publisher and release date of Shepard Fairey VR - DAMAGED? ,ReqGameInfo
9583,What's the publisher and release date of Death's Hangover? ,ReqGameInfo
9584,What's the publisher and release date of Crimson Sword Saga: The Peloran Wars? ,ReqGameInfo
9585,What's the publisher and release date of Knight of the Hamsters? ,ReqGameInfo
9586,What's the publisher and release date of ControlMyJoystick? ,ReqGameInfo
9587,What's the publisher and release date of Robot Warriors? ,ReqGameInfo
9588,Can you provide the genre and game tags for UFO: Aftermath? ,ReqGameInfo
9589,Can you provide the genre and game tags for Hyperspeed? ,ReqGameInfo
9590,Can you provide the genre and game tags for SiNKR? ,ReqGameInfo
9591,Can you provide the genre and game tags for The Cabinets of Doctor Arcana? ,ReqGameInfo
9592,Can you provide the genre and game tags for GRAVEN The Purple Moon Prophecy? ,ReqGameInfo
9593,Can you provide the genre and game tags for VERSUS: The Elite Trials? ,ReqGameInfo
9594,Can you provide the genre and game tags for Dark Tales: Edgar Allan Poe's The Tell-Tale Heart Collector's Edition? ,ReqGameInfo
9595,Can you provide the genre and game tags for Ricerca VR? ,ReqGameInfo
9596,Can you provide the genre and game tags for Trap for Winners? ,ReqGameInfo
9597,Can you provide the genre and game tags for Dead? ,ReqGameInfo
9598,When was New Retro Arcade: Neon released? ,ReqGameInfo
9599,When was Kate's Test released? ,ReqGameInfo
9600,When was Podium Bash released? ,ReqGameInfo
9601,When was Rooftop Cop released? ,ReqGameInfo
9602,When was Swords and Sandals 5 Redux: Maximus Edition released? ,ReqGameInfo
9603,When was World of Soccer online released? ,ReqGameInfo
9604,When was わがままアリスと百日戦争 -Brutal Alice and the Hundred Day's War- released? ,ReqGameInfo
9605,When was Nuts!: The Battle of the Bulge released? ,ReqGameInfo
9606,When was Thronebreaker: The Witcher Tales released? ,ReqGameInfo
9607,When was Chronicles of Vinland released? ,ReqGameInfo
9608,What's the category of The Rise of Chubtan? ,ReqGameInfo
9609,What's the category of Hostil? ,ReqGameInfo
9610,What's the category of Hard Rock Zombie Truck Plastiline? ,ReqGameInfo
9611,What's the category of Shooting over it : to be a star? ,ReqGameInfo
9612,What's the category of Märchen Forest: Mylne and the Forest Gift? ,ReqGameInfo
9613,What's the category of CAFE 0 ~The Drowned Mermaid~? ,ReqGameInfo
9614,What's the category of C-RUSH? ,ReqGameInfo
9615,What's the category of Sid Meier’s Ace Patrol: Pacific Skies? ,ReqGameInfo
9616,What's the category of InkSplosion? ,ReqGameInfo
9617,What's the category of Trials 2: Second Edition? ,ReqGameInfo
9618,Who's the developer and publisher of Robo Boop? ,ReqGameInfo
9619,Who's the developer and publisher of Neon Seoul: Outrun? ,ReqGameInfo
9620,Who's the developer and publisher of Platformines? ,ReqGameInfo
9621,Who's the developer and publisher of The Messenger? ,ReqGameInfo
9622,Who's the developer and publisher of Snail Trek - Chapter 2: A Snail Of Two Worlds? ,ReqGameInfo
9623,Who's the developer and publisher of Battle Crust? ,ReqGameInfo
9624,Who's the developer and publisher of ***? ,ReqGameInfo
9625,Who's the developer and publisher of Just Beat Em Up : World of Fury? ,ReqGameInfo
9626,Who's the developer and publisher of Nemo_D.O? ,ReqGameInfo
9627,Who's the developer and publisher of Tiska Buska? ,ReqGameInfo
9628,I'm curious about the genre of SOULCALIBUR VI. ,ReqGameInfo
9629,I'm curious about the genre of A Flappy Bird in Real Life. ,ReqGameInfo
9630,I'm curious about the genre of Dream Pinball 3D. ,ReqGameInfo
9631,I'm curious about the genre of Aliens vs. Predator™. ,ReqGameInfo
9632,I'm curious about the genre of Dawn of Warriors. ,ReqGameInfo
9633,I'm curious about the genre of Ashley Clark: The Secrets of the Ancient Temple. ,ReqGameInfo
9634,I'm curious about the genre of Mining Rail. ,ReqGameInfo
9635,I'm curious about the genre of Koi Solitaire. ,ReqGameInfo
9636,I'm curious about the genre of Fall Down. ,ReqGameInfo
9637,I'm curious about the genre of The Mahjong Huntress. ,ReqGameInfo
9638,What are the game tags for Mystery Village: Shards of the Past? ,ReqGameInfo
9639,What are the game tags for Elven Legend? ,ReqGameInfo
9640,What are the game tags for The Nightshift Code™? ,ReqGameInfo
9641,What are the game tags for Fidget Spinner In Space? ,ReqGameInfo
9642,What are the game tags for Super Blue Fighter? ,ReqGameInfo
9643,What are the game tags for 100ft Robot Golf? ,ReqGameInfo
9644,What are the game tags for The Little War? ,ReqGameInfo
9645,What are the game tags for Conflict: Denied Ops? ,ReqGameInfo
9646,What are the game tags for RYB? ,ReqGameInfo
9647,What are the game tags for Aerannis? ,ReqGameInfo
9648,Could you tell me when Gold key was released? ,ReqGameInfo
9649,Could you tell me when Project Abyss was released? ,ReqGameInfo
9650,Could you tell me when Deadly Rescue was released? ,ReqGameInfo
9651,Could you tell me when Gunjack was released? ,ReqGameInfo
9652,Could you tell me when BloodNet was released? ,ReqGameInfo
9653,Could you tell me when Shopping Tycoon was released? ,ReqGameInfo
9654,Could you tell me when Awkward was released? ,ReqGameInfo
9655,Could you tell me when Defense Clicker was released? ,ReqGameInfo
9656,Could you tell me when NBA 2K17 was released? ,ReqGameInfo
9657,Could you tell me when Live the Guitar was released? ,ReqGameInfo
9658,I'm looking for the developer and category of METAL SLUG X. ,ReqGameInfo
9659,I'm looking for the developer and category of FPV Air Tracks. ,ReqGameInfo
9660,I'm looking for the developer and category of A Turd's Life. ,ReqGameInfo
9661,I'm looking for the developer and category of BoomTown! Deluxe. ,ReqGameInfo
9662,I'm looking for the developer and category of Kuchisake Onna - 口裂け女. ,ReqGameInfo
9663,I'm looking for the developer and category of Toy Generals. ,ReqGameInfo
9664,I'm looking for the developer and category of Noel The Mortal Fate S1-7. ,ReqGameInfo
9665,I'm looking for the developer and category of Lost Borderline. ,ReqGameInfo
9666,I'm looking for the developer and category of Spacelords. ,ReqGameInfo
9667,I'm looking for the developer and category of Island Simulator 2016. ,ReqGameInfo
9668,Who's behind Sneaky Sneaky? ,ReqGameInfo
9669,Who's behind Ace of Seafood? ,ReqGameInfo
9670,Who's behind Terminal Conflict? ,ReqGameInfo
9671,Who's behind Poker Simulator? ,ReqGameInfo
9672,Who's behind Friendship Club? ,ReqGameInfo
9673,Who's behind Swords and Soldiers HD? ,ReqGameInfo
9674,Who's behind S.T.R.E.T.C.H.? ,ReqGameInfo
9675,Who's behind Bitcoin Tycoon - Mining Simulation Game? ,ReqGameInfo
9676,Who's behind Fatal Gem VR? ,ReqGameInfo
9677,Who's behind The Chronicles of Jonah and the Whale? ,ReqGameInfo
9678,What's the publisher of アルカナリッター? ,ReqGameInfo
9679,What's the publisher of Crypt Hunter? ,ReqGameInfo
9680,What's the publisher of Lone Leader? ,ReqGameInfo
9681,What's the publisher of There's Poop In My Soup? ,ReqGameInfo
9682,What's the publisher of Module TD. Sci-Fi Tower Defense? ,ReqGameInfo
9683,What's the publisher of Labyrinth of Refrain: Coven of Dusk / ルフランの地下迷宮と魔女ノ旅団? ,ReqGameInfo
9684,What's the publisher of Artisan: Going Home Again? ,ReqGameInfo
9685,What's the publisher of Contraption Maker? ,ReqGameInfo
9686,What's the publisher of Lyantei? ,ReqGameInfo
9687,What's the publisher of Strike Suit Zero: Director's Cut? ,ReqGameInfo
9688,What's the genre and release date of Super Dungeon Run? ,ReqGameInfo
9689,What's the genre and release date of Farm Frenzy? ,ReqGameInfo
9690,What's the genre and release date of Dis Pontibus? ,ReqGameInfo
9691,What's the genre and release date of Workers & Resources: Soviet Republic? ,ReqGameInfo
9692,What's the genre and release date of Nightshade／百花百狼? ,ReqGameInfo
9693,What's the genre and release date of Depths of Dread? ,ReqGameInfo
9694,What's the genre and release date of ShadowSide? ,ReqGameInfo
9695,What's the genre and release date of Apocalypse Rider? ,ReqGameInfo
9696,What's the genre and release date of Tom Clancy's Ghost Recon®? ,ReqGameInfo
9697,What's the genre and release date of The Eagle's Heir? ,ReqGameInfo
9698,Could you provide the game tags for Marshmallow Melee? ,ReqGameInfo
9699,Could you provide the game tags for Faux? ,ReqGameInfo
9700,Could you provide the game tags for Silent Footsteps? ,ReqGameInfo
9701,Could you provide the game tags for Star Crusade CCG? ,ReqGameInfo
9702,Could you provide the game tags for Adventures Of Pipi 2 Save Hype? ,ReqGameInfo
9703,Could you provide the game tags for Red Number: Prologue? ,ReqGameInfo
9704,Could you provide the game tags for Satellite Command? ,ReqGameInfo
9705,Could you provide the game tags for Gemini Wars? ,ReqGameInfo
9706,Could you provide the game tags for Empyrean? ,ReqGameInfo
9707,"Could you provide the game tags for War, the Game? ",ReqGameInfo
9708,What's the category of SlimeGear? ,ReqGameInfo
9709,What's the category of 化者天狱 Revenant in the Paradise? ,ReqGameInfo
9711,What's the category of Turn-Based Champion? ,ReqGameInfo
9712,What's the category of Ablepsia? ,ReqGameInfo
9713,What's the category of The Sunset 2096? ,ReqGameInfo
9714,What's the category of Last Heroes 2? ,ReqGameInfo
9715,What's the category of The Amazing Shinsengumi: Heroes in Love? ,ReqGameInfo
9716,What's the category of Island Racer? ,ReqGameInfo
9717,What's the category of Tennis Arcade VR? ,ReqGameInfo
9718,Who developed Reflex Arena? ,ReqGameInfo
9719,Who developed Dungeon Of Dragon Knight? ,ReqGameInfo
9720,Who developed Wayhaven Chronicles: Book One? ,ReqGameInfo
9721,Who developed Zeroptian Invasion? ,ReqGameInfo
9722,Who developed BloodLust Shadowhunter? ,ReqGameInfo
9723,Who developed Astraeus? ,ReqGameInfo
9724,Who developed Daddy? ,ReqGameInfo
9725,Who developed Astrox: Hostile Space Excavation? ,ReqGameInfo
9726,Who developed Railroad Tracks? ,ReqGameInfo
9727,Who developed Mystery Case Files: Ravenhearst®? ,ReqGameInfo
9728,When did Revival of the Road release? ,ReqGameInfo
9729,When did Nulldrifters release? ,ReqGameInfo
9730,When did Mad Tower Tycoon release? ,ReqGameInfo
9731,When did Trouble Witches Origin - Episode1 Daughters of Amalgam - release? ,ReqGameInfo
9732,When did SilverFrame release? ,ReqGameInfo
9733,When did M.E.M.E.S. release? ,ReqGameInfo
9734,When did Suki's Spooky Romance release? ,ReqGameInfo
9735,When did Wayhaven Chronicles: Book One release? ,ReqGameInfo
9736,When did CODE CRACKER 代码破译者 release? ,ReqGameInfo
9737,When did Dark Parables: Curse of Briar Rose Collector's Edition release? ,ReqGameInfo
9738,"What's the genre of Maggie's Movies - Camera, Action!? ",ReqGameInfo
9739,What's the genre of The Clockwork Man: The Hidden World? ,ReqGameInfo
9740,What's the genre of Dead Horizon? ,ReqGameInfo
9741,What's the genre of Direct Hit: Missile War? ,ReqGameInfo
9742,What's the genre of JUJU? ,ReqGameInfo
9743,What's the genre of Blaster Simulator? ,ReqGameInfo
9744,What's the genre of Nearwood - Collector's Edition? ,ReqGameInfo
9745,What's the genre of Ninja jump? ,ReqGameInfo
9746,What's the genre of Kimulator 2: The Bottle Flip Master? ,ReqGameInfo
9747,What's the genre of NEO Scavenger? ,ReqGameInfo
9748,What's the publisher and game tags for Assetto Corsa Competizione? ,ReqGameInfo
9749,What's the publisher and game tags for Shadow Council: The Puppeteers? ,ReqGameInfo
9750,What's the publisher and game tags for American Conquest: Fight Back? ,ReqGameInfo
9751,What's the publisher and game tags for Dragonfly Chronicles? ,ReqGameInfo
9752,What's the publisher and game tags for Brothers in Arms: Hell's Highway™? ,ReqGameInfo
9753,What's the publisher and game tags for Stupid Quest - Medieval Adventures? ,ReqGameInfo
9754,What's the publisher and game tags for Saga of the Void: Admirals? ,ReqGameInfo
9755,What's the publisher and game tags for The Endless Empty? ,ReqGameInfo
9756,What's the publisher and game tags for Life Forge - Reborn ORPG? ,ReqGameInfo
9757,What's the publisher and game tags for Ritual of the Moon? ,ReqGameInfo
9758,Could you tell me the release date of Broken Sword: Director's Cut? ,ReqGameInfo
9759,Could you tell me the release date of Gunmetal Arcadia Zero? ,ReqGameInfo
9760,Could you tell me the release date of Lion Quest? ,ReqGameInfo
9761,Could you tell me the release date of The World Next Door? ,ReqGameInfo
9762,Could you tell me the release date of Beyond the Sky? ,ReqGameInfo
9763,Could you tell me the release date of UFHO2? ,ReqGameInfo
9764,Could you tell me the release date of Toro? ,ReqGameInfo
9765,Could you tell me the release date of TrickStyle? ,ReqGameInfo
9766,Could you tell me the release date of Abyssal Zone? ,ReqGameInfo
9767,Could you tell me the release date of Seek Or Die? ,ReqGameInfo
9768,Who's the developer of Nibû? ,ReqGameInfo
9769,Who's the developer of Farm World? ,ReqGameInfo
9770,Who's the developer of Day of the Trumplings? ,ReqGameInfo
9771,Who's the developer of Wizardry 7: Crusaders of the Dark Savant? ,ReqGameInfo
9772,Who's the developer of The Great Geometric Multiverse Tour? ,ReqGameInfo
9773,Who's the developer of Data mining 5? ,ReqGameInfo
9774,Who's the developer of Slave's Sword 2? ,ReqGameInfo
9775,Who's the developer of The Last? ,ReqGameInfo
9776,Who's the developer of Rampage Online? ,ReqGameInfo
9777,Who's the developer of Road Works? ,ReqGameInfo
9778,What are the game tags for Gunjitsu? ,ReqGameInfo
9779,What are the game tags for The Last Hero? ,ReqGameInfo
9780,What are the game tags for DeFaster? ,ReqGameInfo
9781,What are the game tags for Face It - A game to fight inner demons? ,ReqGameInfo
9782,What are the game tags for Tombeaux? ,ReqGameInfo
9783,What are the game tags for RoadkillerZ? ,ReqGameInfo
9784,What are the game tags for Bullet Sorrow VR? ,ReqGameInfo
9785,What are the game tags for Bendy and the Ink Machine™? ,ReqGameInfo
9786,What are the game tags for Discovr™ Egypt: King Tut's Tomb? ,ReqGameInfo
9787,What are the game tags for The Cat Machine? ,ReqGameInfo
9788,What's the genre and category of SMILE GAME BUILDER? ,ReqGameInfo
